date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:50	146547/146547	---MCZ	200	added ('OK')	text/html	etag:cacheable:8caf19b7aaba1afd205f1a567b60d46e	https://campe-theme.myshopify.com/products/portable-barbecue-oven	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/portable-barbecue-oven.html	(from https://campe-theme.myshopify.com/)
21:36:53	164547/164547	---MCZ	200	added ('OK')	text/html	etag:cacheable:ccbed69b7013bde8d3e11c19c9b27e30	https://campe-theme.myshopify.com/products/rechargeable-torch-light	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/rechargeable-torch-light.html	(from https://campe-theme.myshopify.com/)
21:36:56	112593/112593	---MCZ	200	added ('OK')	text/html	etag:cacheable:e423331fb623a663697abd1ded304017	https://campe-theme.myshopify.com/pages/about	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/pages/about.html	(from https://campe-theme.myshopify.com/)
21:36:57	106005/106005	---MCZ	200	added ('OK')	text/html	etag:cacheable:97a746786acd02b59741c708e7749ce9	https://campe-theme.myshopify.com/pages/services	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/pages/services.html	(from https://campe-theme.myshopify.com/)
21:36:59	98758/98758	---MCZ	200	added ('OK')	text/html	etag:cacheable:d5b60738b75bac60ef49c24c2624673e	https://campe-theme.myshopify.com/pages/faq	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/pages/faq.html	(from https://campe-theme.myshopify.com/)
21:37:01	109020/109020	---MCZ	200	added ('OK')	text/html	etag:cacheable:751cdbbd86ebf67dc13ee8d8ae9a5250	https://campe-theme.myshopify.com/blogs/news	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/blogs/news.html	(from https://campe-theme.myshopify.com/)
21:37:03	103813/103813	---MCZ	200	added ('OK')	text/html	etag:cacheable:eab4bf27526424fad4794a3402b8a79d	https://campe-theme.myshopify.com/blogs/news/excitement-and-adventure	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/blogs/news/excitement-and-adventure.html	(from https://campe-theme.myshopify.com/)
21:37:05	97269/97269	---MCZ	200	added ('OK')	text/html	etag:cacheable:ee0836ef552193608c25657f0ca24129	https://campe-theme.myshopify.com/pages/contact	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/pages/contact.html	(from https://campe-theme.myshopify.com/)
21:37:07	96732/96732	---MCZ	200	added ('OK')	text/html	etag:cacheable:7a4b44334b5d184afd8e32c3c65e1c30	https://campe-theme.myshopify.com/collections	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/collections.html	(from https://campe-theme.myshopify.com/)
21:37:21	81499/81499	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:37:08%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg1-res_767x.jpg?v=1598946559	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg1-res_767xa1fa.jpg	(from https://campe-theme.myshopify.com/)
21:37:38	95291/95291	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:37:22%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg2-res_767x.jpg?v=1598946638	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg2-res_767x92d5.jpg	(from https://campe-theme.myshopify.com/)
21:37:43	229673/229673	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:37:07%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg1_2000x.jpg?v=1598946546	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg1_2000x9366.jpg	(from https://campe-theme.myshopify.com/)
21:37:53	51816/51816	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:37:44%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg3-res_767x.jpg?v=1598946680	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg3-res_767x291d.jpg	(from https://campe-theme.myshopify.com/)
21:38:03	55623/55623	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:37:54%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/home-section-03_1000X.jpg?v=1612256558	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/home-section-03_1000Xdadc.jpg	(from https://campe-theme.myshopify.com/)
21:38:07	364780/364780	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:37:09%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg2_2000x.jpg?v=1598946626	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg2_2000x0726.jpg	(from https://campe-theme.myshopify.com/)
21:38:11	208381/208381	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:37:39%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg3_2000x.jpg?v=1598946671	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/slider-bg3_2000x6392.jpg	(from https://campe-theme.myshopify.com/)
21:38:13	630394/630394	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Feb%202021%2014:36:52%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/Campe_Mega_Menu_1_c2f9cfa3-6fd1-42b7-a3ec-ade4ced86188_750x.png?v=1602494502	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/Campe_Mega_Menu_1_c2f9cfa3-6fd1-42b7-a3ec-ade4ced86188_750xf4ca.png	(from https://campe-theme.myshopify.com/)
21:38:15	69516/69516	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:38:04%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/home-section-02_1000X.jpg?v=1612256575	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/home-section-02_1000X8967.jpg	(from https://campe-theme.myshopify.com/)
21:38:16	164295/164295	---MCZ	200	added ('OK')	text/html	etag:cacheable:5cf6443a0f9fdda75d12771e50f4a378	https://campe-theme.myshopify.com/collections/frontpage/products/trekking-shoe	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/collections/frontpage/products/trekking-shoe.html	(from https://campe-theme.myshopify.com/)
21:38:20	163801/163801	---MCZ	200	added ('OK')	text/html	etag:cacheable:035df8e97cd140f7b6b5d91fd7767f3b	https://campe-theme.myshopify.com/products/trekking-shoe	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/products/trekking-shoe.html	(from https://campe-theme.myshopify.com/)
21:38:20	31232/31232	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:38:14%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/products/Product18_e2bcd9a2-d8c9-4eee-8c72-d18eb07e68b2_large.jpg?v=1598946575	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/products/Product18_e2bcd9a2-d8c9-4eee-8c72-d18eb07e68b2_large754d.jpg	(from https://campe-theme.myshopify.com/)
21:38:20	68887/68887	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:38:08%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/files/home-section-01_1000X.jpg?v=1612256589	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/files/home-section-01_1000X424f.jpg	(from https://campe-theme.myshopify.com/)
21:38:21	34827/34827	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:38:16%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/products/Product1_5641aae5-28bb-4519-884c-7caef335c613_large.jpg?v=1598946575	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/products/Product1_5641aae5-28bb-4519-884c-7caef335c613_large754d.jpg	(from https://campe-theme.myshopify.com/)
21:38:21	93383/93383	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:f1153976cdf5a24c9e4f9bced109a32d	https://campe-theme.myshopify.com/trekking-shoe	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/trekking-shoe	(from https://campe-theme.myshopify.com/)
21:38:25	165226/165226	---MCZ	200	added ('OK')	text/html	etag:cacheable:8427a3e33a96898ac8d2c14c8a48e975	https://campe-theme.myshopify.com/collections/frontpage/products/rechargeable-torch-light	C:/My%20Web%20Sites/campain/campe-theme.myshopify.com/collections/frontpage/products/rechargeable-torch-light.html	(from https://campe-theme.myshopify.com/)
21:38:25	17405/17405	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:38:23%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/products/Product2_78fd1323-4924-4001-a91a-010cf9a1f621_large.jpg?v=1598946476	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/products/Product2_78fd1323-4924-4001-a91a-010cf9a1f621_largea5da.jpg	(from https://campe-theme.myshopify.com/)
21:38:25	19811/19811	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Feb%202021%2014:38:24%20GMT	http://cdn.shopify.com/s/files/1/0437/7038/0448/products/Product24_23b90a2b-f399-47b7-832c-6ec812c1fb3a_large.jpg?v=1598946476	C:/My%20Web%20Sites/campain/cdn.shopify.com/s/files/1/0437/7038/0448/products/Product24_23b90a2b-f399-47b7-832c-6ec812c1fb3a_largea5da.jpg	(from https://campe-theme.myshopify.com/)
